v	ID	###	Noun base	Verb base	PROPERTIES	group	trans?	object	argument	locative argument	weak / optional argument	Examples: Positive	Examples: Negative + Question	NEGATIVE examples: should NOT match	Noun examples	GROUPS + COMMENTS + NOTES		DISTRACTORS
	801			pystyä			Intransitive	—	HEAD:Noun + Case:Illative			En pysty tähän työhön.						
					*CONCEPTS*													
	803			pysyä			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Kotka pysyi pesässään tuntikausia. // Taulu pysyi seinällä kunnes naula lopulta irtosi.						
					*CONCEPTS*													
	804			pysyä			Intransitive	—	HEAD:Noun + Case:Essive			Sää pysyi aurinkoisena koko loman.						
					*CONCEPTS*													
	796			pysähtyä			Intransitive	—		HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive								
					*CONCEPTS*													
	797			pysähtyä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Auto pysähtyi piikkimattoon.				(= jäi)		
					*CONCEPTS*													
	798			pysähtyä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Pysähdyin kadulle juttelemaan naapurin kanssa.						
					*CONCEPTS*													
	799			pysäköidä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Pysäköin auton pihalle.						
					*CONCEPTS*													
	805			pyytää		LÄHDE	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Mies pyysi lomakkeen toimistosta.						
					*CONCEPTS*				Syntax-ablatiivi-lähde									
	806			pyytää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Mies pyysi naista tanssiin.				(= kutsui)		
					*CONCEPTS*													
	807			pyytää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative			Pyysimme Matin erotuomariksi.						
					*CONCEPTS*													
	808			pyytää			Transitive	! HEAD:Noun + Case:Partitive	! POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Pyydän sinua auttamaan.						
					*CONCEPTS*													
	809			pyytää			Transitive	että-lause				Hän pyysi, että tulisin yksin.						
					*CONCEPTS*													
	792			pyörryttää			Transitive	HEAD:Noun + Case:Partitive				Minua pyörrytti.				NO SUBJECT		
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	793			pyörtyä			Intransitive	—		HEAD:Noun + Case:Elative		Mies pyörtyi kivusta.						
					*CONCEPTS*													
	719			pärjätä		KEINO/VÄLINE 	Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Anna pärjää hyvin koulussa.	Anna pärjää hyvin suomen kielellä.			(= menestyy)		
					*CONCEPTS*				Syntax-adessiivi-keino-väline									
	683	2.1		päästä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative	Lapset pääsivät uimaan	Pääsi käymään ulkomailla					
					*CONCEPTS*													
	684			päästää			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative		Päästin kissan pihalle juoksemaan.						
					*CONCEPTS*													
	685			päätellä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Päättelin hänen ikänsä äänestä.	Päättelin äänestä, että soittaja oli lapsi.					
					*CONCEPTS*													
	686			päätellä			Transitive	että-lause	HEAD:Noun + Case:Elative			Päättelin hänen nimestään, että hän on irlantilaista syntyperää.						
					*CONCEPTS*													
	689	3.8		päättyä			Intransitive	—	HEAD:Noun + Case:Illative			Tie päättyy rantaan.						
					*CONCEPTS*													
	690	4.8		päätyä			Intransitive	—	HEAD:Noun + Case:Illative			Mihin tulokseen olette päätyneet?				(= tulleet)		
					*CONCEPTS*													
	687			päättää			Transitive		HEAD:Noun + Case:Elative			Päätimme asiasta viime kokouksessa.						
					*CONCEPTS*													
	688			päättää			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Päätin alkaa opiskella ranskaa.						
					*CONCEPTS*													
	811			raivostua		REAKTIO?	Intransitive	—	HEAD:Noun + Case:Allative			Miksi hän raivostui minulle?						
					*CONCEPTS*													
	812			raivostua			Intransitive	—	HEAD:Noun + Case:Elative			Mistä sinä tuolla tavalla raivostuit?						
					*CONCEPTS*													
	813			raivostuttaa			Transitive	HEAD:Noun + Case:Partitive				Oppilaiden käytös raivostutti opettajaa.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	814			raivostuttaa			Transitive	HEAD:Noun + Case:Partitive	Subject=POS:Verb + INF_FORM:Inf-A + Case:Lative			Minua raivostuttaa istua sisällä kauniina kesäpäivänä.						
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	815			rajoittaa			Transitive	HEAD:Noun + Case:Partitive				Yritän rajoittaa tupakanpolttoani.				(= rajoittaa, vähentää)		
					*CONCEPTS*													
	816			rajoittaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Säännöt rajoittavat tapahtuman keston tuntiin.	Puheenvuorojen kesto on rajoitettu viiteen minuuttiin.					
					*CONCEPTS*													
	817			rajoittua			Intransitive	—	HEAD:Noun + Case:Illative			Tontti rajoittuu metsään.						
					*CONCEPTS*													
	818			rakastaa		(+minen)	Transitive	HEAD:Noun + Case:Partitive				Hän rakastaa klassista musiikkia. // Rakastan kirjojen lukemista.						gen
					*CONCEPTS*													
	820	2.7		rakastua			Intransitive	—	HEAD:Noun + Case:Illative			Hän rakastui Liisaan.						
					*CONCEPTS*													
	821			rakentaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Hän rakensi taloon portaikon. // Hän rakensi ullakolle uuden huoneen.						
					*CONCEPTS*													
	822			rangaista			Transitive	HEAD:Noun + Case:Partitive		HEAD:Noun + Case:Elative		Opettaja rankaisi meitä huolimattomuudesta.						
					*CONCEPTS*													
	823			rasittaa			Transitive	HEAD:Noun + Case:Partitive				Television katselu rasittaa silmiä.						
					*CONCEPTS*													
	824			rasittaa		KEINO/VÄLINE 	Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Adessive			Mies rasittaa itseään liialla liikunnalla.	Älä rasita itseäsi tällä asialla.					
					*CONCEPTS*				Syntax-adessiivi-keino-väline									
	825			rasittaa			Transitive	HEAD:Noun + Case:Partitive	Subject=POS:Verb + INF_FORM:Inf-A + Case:Lative			Minua rasittaa istua sisällä kauniina kesäpäivänä.				(= harmittaa)		
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	826			rasittua			Intransitive	—	HEAD:Noun + Case:Elative			Silmäni rasittuvat television katselusta.						
					*CONCEPTS*													
	827			ravistaa			Transitive	HEAD:Noun + Case:Partitive				Lääkepulloa täytyy ravistaa.	Lääkepulloa täytyy ravistaa.					
					*CONCEPTS*													
	828			reagoida			Intransitive	—	HEAD:Noun + Case:Illative			Iho reagoi herkästi auringonvaloon.						
					*CONCEPTS*													
	829			repiä			Transitive	! HEAD:Noun + Case:Objective	! HEAD:Noun-ONLY + Case:Translative			Hän repi valokuvan pieniksi palasiksi.						
					*CONCEPTS*													
	830			repiä			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Elative			Kalle repi Maijua tukasta.						
					*CONCEPTS*													
	831			riidellä			Intransitive	—	HEAD:Noun + Case:Elative			He riitelevät aina rahasta.						
					*CONCEPTS*													
	832	2.4		riippua			Intransitive	—	HEAD:Noun + Case:Elative			Riippuu ilmasta, lähdemmekö ulos.						
					*CONCEPTS*													
	833			riippua			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Takki riippuu naulassa.				(= roikkuu)		
					*CONCEPTS*													
	834			riistää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			He riistivät häneltä koko omaisuuden. // Siinä talossa Guido riisti hengen itseltään.						
					*CONCEPTS*													
	835			riittää		OMISTAMINEN	Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Rahani riittävät hampurilaiseen. 						
					*CONCEPTS*				syntax-allative-omistaminen									
	836			riittää			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Se riitti selittämään asian.						
					*CONCEPTS*													
	837			rikkoa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative			Hän rikkoi maljakon sirpaleiksi.						
					*CONCEPTS*													
	838			rikkoa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			He rikkoivat autosta tuulilasin ja takavalot.						
					*CONCEPTS*													
	839			ripustaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Ripustin verhot ikkunaan.	Ripustin taulun seinälle.					
					*CONCEPTS*													
	840			ristiä			Transitive	! HEAD:Noun + Case:Objective	! HEAD:Noun-ONLY + Case:Translative			Pappi risti lapsen Liisaksi.	Poika ristittiin Viljamiksi.			(= kastettiin)		
					*CONCEPTS*													
	841			rohjeta			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Rohkenen väittää vastaan.						
					*CONCEPTS*													
	842			rohkaista			Transitive	HEAD:Noun + Case:Partitive	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Opettaja rohkaisi meitä puhumaan suomea.				Obj Part + V + mAAn		
					*CONCEPTS*													
	843			roikkua			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Naru roikkuu puussa.						
					*CONCEPTS*													
	844			rukoilla			Transitive	HEAD:Noun + Case:Partitive				Rukoilemme kirkossa Jumalaa.						
					*CONCEPTS*													
	845			rukoilla			Transitive	HEAD:Noun + Case:Partitive	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Rukoilen sinua tulemaan ajoissa.						
					*CONCEPTS*													
	846			ruveta			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän rupesi tekemään harjoituksia.						
					*CONCEPTS*													
	847			ruveta			Intransitive	—	HEAD:Noun-ONLY + Case:Translative			Kotirouvaksi en rupea ikinä!						
					*CONCEPTS*													
	848			ryhtyä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Ryhdyin tekemään kotitehtäviä.						
					*CONCEPTS*													
	849			ryhtyä			Intransitive	—	HEAD:Noun + Case:Illative			Neuvotteluihin ryhdytään viikon kuluttua.						
					*CONCEPTS*													
	850	3.5		ryhtyä			Intransitive	—	HEAD:Noun-ONLY + Case:Translative			Hän ryhtyi maanviljelijäksi.  //  Ryhdyin taiteilijaksi						
					*CONCEPTS*													
	851			rynnätä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Tarjoilija ryntäsi keittiöön.						
					*CONCEPTS*													
	852			rynnätä			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Kokki ryntäsi keittiöstä.						
					*CONCEPTS*													
	853			rynnätä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän ryntäsi hakemaan apua.						
					*CONCEPTS*													
	810			rääkätä			Transitive	HEAD:Noun + Case:Partitive				Pojat rääkkäsivät kissaa.						
					*CONCEPTS*													
	854			saada			Transitive	HEAD:Noun + Case:Objective				Mies sai uuden ystävän.						
					*CONCEPTS*													
	855	4.8		saada			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Sinä saat kysyä yhden kysymyksen.						
					*CONCEPTS*													
	856			saada			Transitive	! HEAD:Noun + Case:Objective	! POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Sain Kalevin tekemään kaikki kotityöt.						
					*CONCEPTS*													
	858			saapua			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative		Milloin hän saapuu Kreikasta Helsinkiin?	Milloin hän saapuu matkalta Tampereelle?					
					*CONCEPTS*													
	859			saapua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	POS:Verb + INF_FORM:Inf-Ma + Case:Illative		Milloin hän saapuu Suomeen esiintymään?						
					*CONCEPTS*													
	864			saattaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Saatan sinut kotiin.						
					*CONCEPTS*													
	865			saattaa			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Hän saattaa tulla illalla.				(= ehkä tulee)		
					*CONCEPTS*													
	871			sairastaa			Transitive	HEAD:Noun + Case:Partitive				Hän sairastaa reumaa.						
					*CONCEPTS*													
	872			sairastua			Intransitive	—	HEAD:Noun + Case:Illative			Koko perhe sairastui flunssaan.						
					*CONCEPTS*													
	874			sanoa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative			Opettaja sanoi oppilaille seuraavan viikon tehtävät.  //  Opettaja sanoi oppilaille suorat sanat.	Sanomme kaikille terveisiä.					
					*CONCEPTS*				Syntax-allatiivi-kommunikaatio									
	875			sanoa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Liisa sanoi muutaman sanan uudesta projektista.	En osaa sanoa mitään siitä asiasta.					
					*CONCEPTS*													
	876			sanoa			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			Hän sanoi minua hölmöksi.				(= ehdottaa / epäillä / sanoa)		
					*CONCEPTS*													
	876			sanoa			Transitive	että-lause	HEAD:Noun + Case:Allative			Hän sanoi minua hölmöksi.				(= ehdottaa / epäillä / sanoa)		
					*CONCEPTS*				Syntax-allatiivi-kommunikaatio									
	879			sattua			Intransitive	–	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Satutko tietämään kellonajan.				(= tiedätkö sattumalta),		
					*CONCEPTS*													
	880			sattua			Intransitive	–	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Poliisi sattui paikalle sattumalta.						
					*CONCEPTS*													
	881			sattua			Transitive	HEAD:Noun + Case:Partitive				Minua sattuu.						
					*CONCEPTS*													
	882			sattua			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Illative			Mihin sinua sattuu?						
					*CONCEPTS*													
	883			satuttaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Satutin pääni pöydänkulmaan.						
					*CONCEPTS*													
	884			seisoa			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Sotilaat seisoivat asennossa // Nainen seisoi parvekkeella 						
					*CONCEPTS*													
	885			seisoa			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Inessive			He seisovat pysäkillä odottamassa bussia.						
					*CONCEPTS*													
	886			sekaantua			Intransitive	—	HEAD:Noun + Case:Illative			Älä sekaannu tähän asiaan!				(= puutu)		
					*CONCEPTS*													
	887			sekoittaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative				Sekoita jauhot ensin maitoon.					
					*CONCEPTS*													
	888			selittää		KOMMUNIKAATIO	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative			Hän selitti asian meille hyvin yksinkertaisesti.						
					*CONCEPTS*				Syntax-allatiivi-kommunikaatio									
	889			selvitä		KEINO/VÄLINE 	Intransitive	—	HEAD:Noun + Case:Elative	HEAD:Noun + Case:Adessive		He selvisivät onnettomuudesta hengissä. // He selvisivät säikähdyksellä.	Näin pienellä palkalla en selviä laskuista.					
					*CONCEPTS*					Syntax-adessiivi-keino-väline								
	890			selviytyä			Intransitive	—	HEAD:Noun + Case:Elative			Selviydyin tehtävästä hyvin.				(= selvisin)		
					*CONCEPTS*													
	891			seurata			Transitive	HEAD:Noun + Case:Partitive				Seuraan tuota autoa.						
					*CONCEPTS*													
	892			seurata			Intransitive	—	HEAD:Noun + Case:Elative			Asiasta seuraa ongelmia.	Tuosta ei kyllä voi seurata mitään hyvää.					
					*CONCEPTS*													
	893			seurustella			Intransitive	—	HEAD:PostPosition + Base:kanssa + Gov_Case:Genitive			Matti seurusteli Ullan kanssa.						
					*CONCEPTS*													
	894			sietää			Transitive	HEAD:Noun + Case:Partitive				Kaktus sietää hyvin kuivuutta.				(= kestää)		
					*CONCEPTS*													
	895			sietää			Transitive	HEAD:Noun + Case:Partitive	POS:Verb + INF_FORM:Inf-A + Case:Lative			Asiaa sietää harkita.				(= kannattaa)		
					*CONCEPTS*													
	898	4.2		siirtyä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Siirryin toisiin tehtäviin // Hän siirtyi eläkkeelle						
					*CONCEPTS*													
	899			siirtyä			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Eläin siirtyi paikasta toiseen // Auto siiirtyi omistajalta toiselle						
					*CONCEPTS*													
	900			siirtyä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Siirryimme jatkamaan juhlia sisälle.						
					*CONCEPTS*													
	896			siirtää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Siirrämme huonekalut sisään // Siirrän painon toiselle jalalle						
					*CONCEPTS*													
	897			siirtää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Siirsin astiat pois kaapista // Siirsin astiat kaapista toiseen // Siirsin astiat kaapista ullakolle						
					*CONCEPTS*													
	901			sijaita			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Taidemuseo sijaitsee Turussa.	Helsinki sijaitsee Suomenlahden rannalla.			(= on)		
					*CONCEPTS*													
